review_text,review_rating
"it was my first time in a NHS hospital - and I was pleasantly surprised: all staff, doctors, nurses, janitors etc were lovely, professional, kind and patient",5
I had a great birth experience thanks to my midwife-Scarlett Nicholls. She was absolutely brilliant and supportive.,5
"If you have an appointment your fine, the doctors are good the waiting times are around 30 minutes  or less and the after care is good,
A & E is a different story, a nurse ordered a ambulance for my mom with suspected sepsis and she was left for 6 hours and then rushed to intensive care with kidney failure she nearly died, we have had other experience""s with A&E and the longest wait was 11 hours before being admitted somthing REALLY has to be done to improve this department",4
"Arrived for appointment 10 minutes early booking in was a farce,was told that there was a 40-50 minute wait because doctor was late , hospital generaly had not got a clue very disappointed",1
Children's unit in accident and emergency - staff were fantastic. Hardly any waiting time for my 2 year old - 10 mins at most. Thankyou so much.,5
Would be lovely if you could get information recarding your health im awaiting letter about results to be told I have to wait for as secretary is of sick till after 16Nov so I'm going to have another set of blood tests that I probably don't need and they wonder why NHS  has no money prime example,2
"Management of this organisation endorses rampant bullying by their inactions. I am personally aware of bullying complaints that have made their way to the CEO but no action has been taken. ""Stand up to Bullying"" is nothing but a hollow chant from the Executive and Non-Executive Directors of Walsall Healthcare NHS Trust.

Respect, Teamwork, Compassion, Professionalism are values set by the staff, promoted by the organisation but not adopted by Executive Management. Please take time out to read staff surveys which clearly highlight a rise in bullying culture in the organisation and clear support from the Executive and Non-Executive Management by their inactions.",1
Extremely poor out patient service compare to city hospital. Keep cancelling my appointment. Had enough with this hospital ask my GP to change it  to city . Total waste of time went through pain for approx 5 months. Very poor service .,1
"Absolute joke.
Being send from one place to another, having the same test done twice, and when you tell them I've already had this done, they'll give you the most ridiculous answer you could hear from a doctor or a nurse, well I don't have the results WHAT ???
Waiting hours are ridiculous and the place is storming with doctors and nurses just walking around looking for their heads
You never know what they are doing with you",1
"Bloody hospital no care of people 😡😡😡 no good staff  recepation lady relly rude no sence of talk to patient i am helpless to give 1 star pls dont go this hopital
What mean of urgent care ???  Am waiting 6 hour",1
I waited for 65mins to book a visit and when I finally got though they told me I needed a ward number which I didn't have,1
"Don’t answer phone

Took my bloods, didn’t sign em off !!",1
"the worst hospital experience i have ever had, staff are very rude, facilities are dirty! staff are also inexperienced and do not have the qualifications to do the work they are doing. i highly recommend you avoid this hospital at all costs. Asked for water and had to wait 50min to get some. Rubbish!!!",1
This hospital really needs improving,1
Car parking is atrocious riding around for ten minutes to find a space in the finish had to park on the foot path at by Moat Road being a blue badge holder this is totally unacceptable and being charged extortionate parking fee's for the privalige.,1
My partner was to have her baby when time after time we was moved in and out of the delivery department. The reason was not enough staff to deliver our baby. Leaving my partner in really bad pain for over 24 hours. STILL WAITING!!!,1
Hit and miss with service from doctors and nurses. AMU is very good but ward 7 not so much. Have to push for things to be done. Willing to leave u most of day without checking u ok. Public areas clean and shops/restaurant ok but restaurant bit pricey,3
"on 04/01/2015 i was admitted to your hospital, i was very unwell due to pneumonia,the compassion,and pure excellence of a dedicated medical team DR MAX and his entourage made it possible for me to be discharged approx; 2 weeks later, i can never praise this team enough as they have given me the chance for a broken me to start to repair, i thank all whom i came into contact with during my life saving stay whole heartedly,Patricia Wain",5
"Most A&E staff were friendly and genuinely caring.
Other wards, not so much. I wouldn’t ever chose to go to this hospital again.",2
Be warned this hospital plays god with people's lives they decide if you live or die I can't go into go much detail because we.are planning on taking legal action but question everything if your love one goes in and don't come.back out epesialy the pack of lies you will get from them never mind protect the NHS it should be protect us from the NHS.,1
"Lack of respect. Had a distorsion on my ankle they didnt even help me to reach the room where i needed to go. Lack of respect.would never go there again..also takes bare time to check someone, u need to wait for 2-3 hours+. Absolutely dissapointed.",1
From start to finish the level of care was faultless. These people are totally dedicated in providing 1st class expert care. Well done. Thank you,5
Staff were attentive. My Son has a bad tooth and fractured arm In an accident . Staff very helpful made sure he felt at ease.,4
"Polite staff, great service and care, everything higher than expected; all for free! One of the best hospitals in my opinion, would come back if I could 10/10.",5
"I was taken into a+e recently i can only say that i was treated with courtesy,politeness and proffesionalism by ALL members of staff i did have a long wait but that is not an issue to me the issue was to get treated and thats what happened being released late at night the sister on duty even arranged a taxi which they paid for i had no transport or money thinking about the whole experience i can only say that i was overwhelmed",5
"a visit  to see  the  gynaecology  department  today  full praise  to the lady dr and her team  all so friendly   and made one feel  comfortable  throughout
the  investigation  ,every where  spotless
also  must mention  a lift on a double  buggy  as it was a long walk to get to it on the second floor   a  volunteer  gentleman  does the ride  for  anyone  who needs help   WELL DONE   EVERYONE   THANK YOU XX",5
"Bad hospital, dont come with your kids pls",1
"Had to go too A&E Today, I must admit I wasn't looking forward to it. All staff were brilliant,  caring, kind, and thoughtful and very efficient, they went above and beyond.
Thankyou.",5
"Bought in by ambulance, stayed 4 days on sacu ward 22. First class service from start to finish.  🚑🤕👍",5
"These doctors,  nurses and anaethetists are wonderful, I have just had a  procedure in the surgical day unit and although it wasnt very nice the staff made me feel very reassured that I was recieving the best care and everthing was going to be fine, God bless the NHS",5
Awful hospital what I’ve seen is unbelievable how nurses leave people don’t answer buzzers I’ve not been feed in two days the nurses are rude the covid ward omg is just unbelievable this hospital has put me of Walsall now,1
"Very organized in and out sanatistier and masks if you need one, toilets are clean and fresh nurse I saw Very helpful and friendly",5
"I HAVE WORKED HERE AS HONOURARY LADY DOCTOR IN STROKE DEAPRTMENT ELDERLY CARE UNIT NHS IN 2017 ON VISITOR VISA WHILE WORKING THERE UNDER DR JAVED BIRMINGHAM UNIVERSITY SUPERVISOR ,SIR ADNAN SENIOR REGISTRAR AS WELL,I HAVE OVERSHADOWED JUNIOR DOCTORS ,I HAVE MALAYSIAN LADY DOCTOR,SRILANKAN LADY DOCTOR FRIENDS AS WELL.",5
Best clinical teaching fellows in Birmingham (or so I hear!) - really supportive of clinical learners.,5
"I had a gall bladder operation 23/03/2016 ,,,today I feel fantastic,,, the staff at Walsall manor are a credit to yourselves ... I couldn't fault any dept ,, first class care ...it's a shame that some patients didn't have the same respect for the lovely ,caring ,,hardworking staff ... Thank you all and a big thank you to Mr Amir Khans team for making me feel human again ...you are very much appreciated .",5
"Service with a smile, bang on time.  Had an injection by ultra scan, the male nurse was very friendly and helpful the Doctor was very good too.",4
"went into 20c for arthroscopy all of the medics and nursing staff were fantastic, I had to be kept in due to unforeseen heart problems and I was totally looked after nothing was to much trouble for the staff. top marks to them and a big big thankyou",5
My husband went in to the walk in on Sunday we spent 8 hours there but every test available was done in different departments well impressed with the care they gave,5
"My 11 month old baby was seen in Pau with a chest infection she also has a heart defect, she was sent home wheezing not maintaining oxygen levels, tugging at the neck but sent home with no treatment I asked for a inhaler she was refused one, took her to my family's gp surgery she was given antibiotics and a inhaler and they were shocked she was left like this, this isn't the first time they've neglected her, taking her to New cross in the future, the way they treat under ones is shocking urgent care centre refuse to see them now so babies have to wait sometimes up to 6 hours in a&e to be sent to Pau for another long wait, over ones can be seen in urgent care centre in under 3 hours babies under one are treated very unfairly",1
"Disgusting substandard service.
Totally inappropriate and inadequate.
Can't even get appointments right.
So imagine what the treatment must be like.
Die here at your own peril",1
"Absolute terrible service, they lost my girlfriends results, had to do it all again, need up waiting 8hrs in the badger ward emergency  department to end up walking out, absolutely disgusting!!!!!! Would recommend you go to your next hospital or wait for your gp",1
"All I can say is how disappointed I was to discover thast it doesn't matter how ill you are or how urgent the operation you need is (despite the doctor writing URGENT on the paperwork), as soon as the paperwork reaches EASYBOOK you are placed on a pile of papers and left there till somweone eventually gets down the pile to where you are. At this rate I will be paralised from the waist down before they reach the request for my spine operaton form",2
First class in every way all the staff Nurses and Doctors where very caring and left no stone unturned very grateful  to a,5
"Staff are rude and pretty obnoxious, didnt like being asked for basic information, was there for 8 hours for partner who had keyhole surgery, partner had bruises on her and scratches and a fat lip, dont know how keyhole surgery can cause this, staff walking round eating and drinkng, no excuses for the staff to be so un professional really, parking prices a joke, looks like millions were spent on a face lift to the front building but forgot to improve the wards, very poor.",1
"Told to come at 07:00 for surgery, just to be told an hour after arrival that there’s training on and so no surgeries will start until 10:30? Pathetic place",1
This hospital is the only place who can take blood out of me cause they are patient and don't shout at me for having bad veins. And also the other staff are good too and are helping me a lot recently can't fault this place at all,5
"Plenty of parking space, very well directed ,fast appointment we were in and out in half an hour",4
Just had a beautiful baby daughter and I can’t thank them enough for the amount of work they have done they been brilliant in every way couldn’t fault any of them,5
No good  urgent care  centre  5 hours wait and  I had miscarriage. Still staff  laughing and talk,1
Waited 6 hours seen by one nurse and one doctor after 3 hours and once the doctor came he said to wait for another 10 minutes yet Iv waited for another hour and a half worst waiting time,1
Come in with a serious problem only to be left seated for 3 hours. Rude and stresses staff avoid A&E at all costs dreadful place,1
"my mother in law was admitted , attended accident emergency, they were excellent,  then onto ward 29 excellen care all round keep up the good work you were amazing",5
"Accident emergency is to small only 1 assement room in there to about 100 people thats why waiting list is so long when first arrive needs knocking down and a new 1 building , they are putting people's lives at risk.",1
"Worst hospital ever...just because they are only good at talking not to do something for your health, 4 appointments cancelled, i know that we live difficult times but we all need treatments, thank you for nothing.",1
Would be nice to have a route map accessible so patients can prepare properly for appointments. Manor is the that doesn't offer this.,2
"More a disco than a hospital ward.
Music on all day long & throughout the night.",1
I got taken to hospital after suffering a serious reaction to something the ambulance staff were really friendly and all the doctors and nursing staff were really caring thanks to all👍👍👍 keep up the good work,5
Absolutely rubbish would give no stars if I could went to emergency department with son with rash high temp light hurting eyes went to check his temperature and couldn't find a working thermometer 4 hours later got told just viral nothing to worry about went to Burton hospital been kept for observation and suspected menigitis absolutely disgracefull,1
worst hospital ever.made me wait 8 hours to xheck me and do 1 scan..then i mwant ro receive a letter for treatment and it has been 3 month and still nothing..a women fall on the floor while i was there and doctor did not really care about that person...,1
"Bad, got an unclear sent email saying that my paediatrics were rejected. How can such a polite service get milllions of rejected paediatrics?",1
"Visited the radiology department for an xray, pleasant staff on desk, was seen in under 20mins without an appointment,  really lovely staff in the xray room.",5
Some people may have good experiences but many haven't. Like going in with stroke symptoms being sent home then next day having a massive brain stem stroke....,1
The queue to pay for the car park is terrible. There are now about 20 people waiting. By time you get to pay they have added another hour. And it's not cheap,2
Nice big open plan shoping and food area clean condtion. Friendly staff can get very busy at visiting times car parking area is mostly full and costs signs are marked clearly for where to go for appointments,4
"Got to agree with Asha D
I went to A&E after I fell onto my side at home, damaged my ribs and was struggling to breathe
After getting through triage Dr sees me and tells me I have muscle bruising to my side
I asked if they are going to xray my side to be sure and he said they would IF I WANTED TO
Xray done and was returned to A&E, was told xray was okay and I was given liquid morphine ( not told what it was prior to taking) and then sent home
Wife contacted my GP to get prescription for painkillers and my GP confirmed fracture of the 9th rib
I will be attending Lichfield hospital in future
Walsall manor is woeful",1
The toilets in Imaging A are disgusting.,1
Had an appointment for 9.10 for my partner arrived early had to then wait for his name to be booked for an x-ray and his was the last they put on even though we was there before others so now sitting in x-ray waiting here for 40 mins and will have to wait to then be seen by the consultant after this place is a total joke wouldn't come here ever again,1
This rubbish hospital don't understand what's meaning of appointment. 1 hour late just for cray,1
"would of gave it 2.5 stars
I went for an out patent and was wait over an hour and half after my appointment time to be seen by the doctor",3
"Been here a few times over the last couple of months for various pregnancy related matters, and also just had my baby here and I couldn't be happier with the care both of us received.",5
Surgical precedure was good .. aftercare left a lot to be desired .. after making a complaint l have been discharge ..thank you Manor for the off hand attitude you have shown .,1
Good hospital but need more good nurses and doctors,5
"Horrible experience, rude receptionist serious attitude when asked a simple question, the waiting times are 6 hrs for kids to be seen are a joke along with 111.",1
The nurses and doctors have no clue and it's frightening. The level of care is appalling it's that bad...I am going to get legal advice.,2
MANOR SPENT ALOT ON A NEW BUILDING FOR URGENT CARE & A&E BUT STILL THE SAME SLOW SERVICE. WHAT A COMPLETE WASTE OF MONEY,1
I took my mom today for a scan.  The staff we're Professional and very caring.  Thank you.,5
Amazing hospital can't fault it,5
Not the worst an they do there best,4
"Very poor hospital, all the departments don't talk to each other, Lots of big attitudes and nobody listening to patients, an absolute disgrace,",1
what can I say apart from perfect they helped my mom when she needed them most. thank you to all the staff,5
"Great hospital and staff looked after well
Parking not to good",5
Husband has been waiting since 11.15am to be seen at the urgent treatment centre and is still the now it's ridiculous!!!,1
Great efficient friendly staff very clean hospital my procedures were done efficiently with dignity many thanks 👍,5
"No waiting, good knowledgeable doctors. 1st class service. Would recommend to anyone",5
"One of the worst hospitals in the world, not just the UK",1
Excellent care and friendly staff cannot fault the dedication and care to all the patients they tended.,5
Amazing hospital. My son was in hospital for operation and they finished about 8 hours. Good service and a better hospital to be in.,5
was taken to a&e wednesday evening  i received excellent care was taken with chest pain staff were great allthough over stretched thank you for all off your help,5
"Worst hospital in the UK, consultants keep cancelling appointments I would rather stay at home and take risks with my life then come here",1
Very efficient friendly staff for a ent appointment,5
Extremely good service at the antenatal clinic.. you’ll be looked after by a very experienced staff..,5
Hated it shove everything on you,1
"Maternity Appointment with gf at 9.10am, not seen till 9.40am, now currently waited an extra 20 minutes to be seen, haven't been given a wait time, absolute joke",1
"Awful. Gave me the incorrect treatment for a wound, and when I returned to show them their improper treatment, they kept me waiting for over 30 minutes in the nurses office with the nurse absent.",1
Terrible service at blood test centre 002 seeta no organisation just every one messing around,1
"Hospital is disgusting, not once I see a hand sanitizer, you go on about germs but you cant even have hand sanitizer absolute disgusting",1
Majority of the nursing staff are not nice and don't really care about their patients....including those who had operations and just needed someone to talk to,1
"Wouldn't take a dying fly there to be honest
Not a patient just a number
Staff polite but it is the system that needs to be shaken up",1
"Slow, long and took ages. Waited nearly 4 hours for an X-ray then waited almost 2 hours for results",1
"Shocking hospital and service, definitely would not recommend it, the staff are not helpful there’s no care in there work, the biggest mistake in this hospital is communication its appalling and it’s the patience that  suffer",1
Very long waiting time for serious emergency (EYE RELATED) more then 5 hours!!,1
Wife attended fracture clinic today staff nurses and consultant very professional. 10 out of 10,5
"Appalling hospital. Disgusting service, don't look after vulnerable patients at all.",1
"I love this hospital my mom works there some times I miss her when shes at work
🍩",5
Dont bother they just leave you to look after your self no care in the world the hospital needs shutting down,1
“Urgent” care I don’t think they know the definition of urgent,1
A&E is shocking. Don't go here if you want to be seen.,1
"A great and lovely hospital with Respect, Compassion, Professionalism and Teamwork.",5
Excellent care from male nurses in A&E....couldn't have been more caring .,5
"The worst hospital I ever visited,  nurses are very heartless, rude and grumpy.",1
A guyno doc Throught my tummy pain was down to a knee op four years ago? Still in pain they have no clue,1
"Rude staff, don’t answer phones, trying to get information out of them about a relative is like getting blood from a stone, will be using alternative hospitals from now on",1
Rating after signing a petition to improve patient care. Sad how this hospital treats patients.,1
Been here few times recently as suffering from cancer I have been overwhelmed by the staff efficient staff that show you care and compassion when you need it,5
"Whoever the guy is driving the buggy around the hospital, please let him know he is a gentleman",5
Treated my pregnant daughter like rubbish.very rude to both family's never kept us informed of any thing going on.,1
Can’t fault the care I have received. Thank you all for everything you do.,5
Couldn't diagnose a broken arm twice.  Don't come here,1
The telephones to doctors had one for pain but didnt listen to wat I said,2
Don’t waste your time here they tell you everything is fine and fob you off feeling even worse then when you return feeling worse they become rude,1
"shocking treatment of my grandad, staff do no care",1
Helped me alot. Expected long wait being a weekend was not. Really appreciated thank you to the staff....,5
My experience was like i was in a horror movie... this hospital needs Investigating......!!!!!,1
Great for Walsall People.They can  get most of the treatment from one place in locally,5
They took good care of me during my last visit .,4
Parking charges are extortionate! Quite a distance also difficult to find free parking spot outside the premesis,2
I go for minor blood test . Staff helpful no waiting .,4
"I'll always  use this hospital see me faster,, and great service",5
"I can’t say how angry I am with this place, my father in law was brought to A and E with chest pains at 23.00 it is now 09.50 and still waiting to be seen..",1
good experience the services where good i dont mind the wait its not the staffs fault they have lots of people to see,5
They starved my baby to death of oxygen,1
everything they do in manor....i think animals get better treatment in vets...,1
"Had to wait 5 hours for someone to notice me, even when they did, I was moved from room to room without being seen, after 5 hours had to walk out..!",1
"Not going into it too much detail but our experience not good
The poor staff were flagged out on their legs",1
They have not enough parking places. It's very hard to find out even any disabled place. Quite expensive.,2
"The worst system in the world  4 hours waiting to see doctor in 2021
WTH",1
Today I was in for an x-ray and was straight in and out again...woo-hoo..!,5
Very good  for my  granson Cameron  op  thankyou xx,5
Horrendously treated if you can use New Cross go there.,2
Always have the best possible treatment wonderful staff,5
Excellent care for my elderly mother in these very difficult times,5
I died and came back to life to right this,1
Vile hospital dont like it would rater travel to a different hospital,1
Always busy on a morning.. Tbh it's cheaper over the road,3
Dr very helpfull good service only go if poorly,5
AUNTY  SANDRA  WALKER  SADLY   PASSED  AWAY  2   WEEKS  AGO  4  LITTEL   BLOXWICH,5
Been waiting 4 months for an appointment! i was told 2 week wait!,1
Typical production line in and out with out real care do not go there,1
terrible treatment and witnessed some horrific scenes in there on ward 29,2
Friendly and professional staff doing a great job in difficult times,4
getting the treatment i need so no complaints,3
V Good,5
Can't get tho on the phone number for switch board,1
Plenty off parking which is free till end of July,5
Usual prices as expected from NHS car park,4
The staff very polite and empathetic.,5
"Good friendly staff, in and out in no time",4
Brilliant,5
I'm just wondering how these people got their degrees.,2
Denying crucial ops and treatment to patients. Disgraceful!,1
Urgent treatment here is terrible,1
Not the best,2
Thank you for being a great help to my father,4
Because the peoples are working there is actually heros,5
Very slow,3
"Good if you're an outpatient, bad if you're an inpatient.",3
Nhs is waste of time these days.,1
Really helpful staff and nice doctors,5
Nobody ever answers the phone absolutely terrible,1
Absolutely shocking. Needs shutting down,1
Worst hospital on gods given green earth..,1
Plenty of space opposite the hospital,4
terrible experience on the wards lack of care,1
Never ever answer phone,1
Was born here.,1
Had many poor experiences.,3
Ok,3
"Big, but very pricey",4
Appalling orthopaedic department.,1
I don't have a car,1
"Hard workers ,all of the staff",4
Awful,1
100%,5
Nice and frendly staff,4
Terrible,1
Good advice and caring,5
They never answer.,1
Expensive verging on extortionate,1
Always good,5
Great service,5
Good for parking,4
Expensive parking,3
Smeging useless,1
Poor to say the least,2
The staff friendly .,4
Great hospital,5
Taking the piss,1
Expensive.,2
Disgusting,1
Not the best,3
Expensive to park,3
Dieeeee,1
"My husband was brought into the stroke unit.
Lovely clean hospital but we struggled so much understanding the nurses as many have very broad accents.
Amanda the student nurse on ward 41went above and beyond. Excellent patient care. Warm and friendly.
The hospital is let down by a lack of functioning equipment and the lifts haven't been serviced or repaired for months.
Sign of the times I guess 😞",3
Spent 7 hours 51 Minutes 31. Dr decided that need to be admitted. In very considerable pain and asked for Ibuprofen and Paracetamol which are taken every night. She said need to ask Dr to prescribe. The she went off for about half and half. No pain-killers and no nurse. left sitting on chair to be admitted to ward. Nurse walking about as if on holiday park. I just left. came home and took painkiller. A waste of 8 hours and 4 minutes in total.,1
"On this visit we really cannot fault the service given to our elderly mum. Speedy scan on arrival to check for stroke in an A/E resembling a war zone. The staff all deserve pay rises for putting up with everything going on in there whilst still giving great care. Apart waiting 13 hours for an assessment bed the treatment and care given was excellent, safe, and very well led. The bed management is amazing and the fact that there are no agency staff makes a noticeable difference in the morale and continuity of care. I am sure staff are working under pressure but I was reassured that my mum was in safe hands at all times. The car park is quite expensive but that aside this is how all hospitals should be. I can't thank everyone enough.",5
"They are short of staff in A&E.
Last night 43 person in queue waiting time to see doctor 12 hours.
Be prepared every hour to you or sblomebody fall on the floor.
So after you survived 12 hours on uncomfortable wooden chair 🪵  , you expect to see doctor?
But not in this hospital, you see student or junior practice for 3 minutes chat.

NHS used to be one of the best in the world, but now with not well educated and short staff become one of the ........",1
"Absolutely horrible, the hospital management is awful. Here are a few of my experiences. I went to A&E SAU recently and first of all, the nurse didn't take my blood properly and I have a bad bruise now and it has been painful for days. Initially I saw it was very crowded and so I asked for the average waiting time and they told me they didn't know. After around 6 hours I asked again they said the waiting time is 8 hours. In the end I ended up in the hospital for over 10 hours just for a ct scan. I got to the hospital at 5pm and left at 3am. At around 2:30am I went up to reception to ask why my result has taken longer than 2 hours, then the nurse looked and said nobody wrote my name on the list, it was only then they wrote my name which was absolutely appaling. Worst experience, I would rather endure any kind of pain than go back there ever again.",1
"Can I start by saying the understaffed nurses are doing an amazing job.

The management needs to support the staff better.

I am in with my daughter and the parking cost is obscene, I could park in London for less.

Second, the hygiene is almost non-existent.
I can see why people are getting an infection.
Just been to the toilet, the floor is still dirty,  clearly the cleans never look up of the floor or behind doors, as the back of the doors are dirty, the floor behind the doors has months of dirty and blood up the wall..

Walking down the corridors, it's the same. Stair well, I have seen cleaner ones in the back-end high-rise flats in London.

Also, I saw a number of people in the last 24 hours who have been to Warwick, Nuneaton, and  ended up here as the wait was over 6 hours or they could not be seen. So please explain why every time the residents from Rugby ask for their A&E back, we are told you are coping, 6 to 15 hours, and dirty hospital is not coping by any standard.",2
Waited an hour for a booked fasting blood test when I haven't eaten since yesterday! It was bad enough not being able to get an early morning appointment and 12.50pm was the earliest time. It will now be 14 hours since I've eaten or drunk anything other than water! The reason .......    they are short staffed! I'm pretty sure they won't pay the extortionate parking fee for the long wait!,1
"My recent visit to the Endoscopy unit was quite beyond my expectations.  I felt cared for, supported by a team that were extremely efficient ,  attentive and very professional.  My fears about the procedure were completely disipated and everything was done perfectly on time. Brilliant team of doctors and nurses.  I cannot praise the NHS enough.  Thank you so much",5
Terrible a and e experience after being sent there by my gp . Staff kept trying to move my wheelchair to the middle of a v busy waiting room despite knowing a have a neurological disorder. In triage I was given morphine to help with my pain then told I would need to wait for 10 hours in the car park as they were so busy. Never in my life have I experienced such lack of care i just cried. The waiting room had a pile of used gowns on the floor. I saw a wheel chair taken off an elderly man who was then sat in achair with an oxygen mask plonked on his lap. It was so loud my ear plugs proved hopeless. A lady spoke to my mum  she had been bought in by ambulance and had been there 11 hours and still waiting . Blood pressures were being taken in the waiting room. I physically could not wait due to my disability. Sitting in a wheel chair for what was now a 12hour wait was impossible. I am still on a lot of meds to manage my pain and no answers. I still cannot take the images of the dirty room and the elderly patients sat in there out of my head. .,1
"After a 7 hour wait for an ambulance my mum way taken gear after a fall. In A and E nobody seemed to know what they were doing I kept explaining my mum has dementia and what’s she’s like yet I still get asked if it’s ok to check her to see if she has dementia yet she’s had it for 5 years. They moved her twice in an and e, then up to medical unit where her medication she has at home was not prescribed for her, so I had to take it over to be told by a nurse we can not gov it her but you can, then you have to leave as visiting is finished.but before you go can you help lift you mum and help me change her pad. Was not told when they moved her again. Finally found her to be told she’s being transferred to st cross. In the end they were not doing anything for her, she had no pillows for 3 days, and left in bed , not even taken to the loo and when messed her self took a couple of hours after asking for help so many Times. In the end I signed her out she has better care at home. Hospital is a joke",1
"My advice is If you don't need to go don't!! (GO TO YOUR GP MAKE THEM EARN THEIR MONEY FOR A CHANGE) I was in  need of help due to my asthma and chest infection. It took 40+ hours to get a bed (Which is disgusting managment need to pull their fingers out and organise things better) as they admitted me straight away. The nurses are just amazing they are so under staffed and under mense pressure. Every medical professional I came across went above and beyond. Empathy , Compassion shown all the way. I was on the MAU ward and was sat in assessment room as there where no beds.The lead nurse organised the ward and got me a bed and another lady with in an hour. (Much needed by this point)
Don't have a go at the nurses they are all trying their best. Thank you all
In A&E , Majors ,MAU, Wards 31 and 33 for my care. Hopefully I don't need another visit anytime soon I have a fear of A&E.",2
"I honestly can not praise the incredible doctors and nurses at this hospital enough.
I’ve had multiple appointments and procedure's leading up to some major stomach surgery and everything went smoothly, I was shown a caring professional nature from start to finish.
Today I left the hospital after my surgery on ward 10 and I want to thank each and every member of staff on that ward hands down for the incredible, difficult and stressful work they carry out.
I really can’t understand the negative comments from some.
obviously all experiences are different however I’ve had multiple days and appointments at this hospital equating to hours and hours of service that’s been hands down amazing. I genuinely believe too many people feel they are overly entitled and quite often don’t need to be there for a cough or sprained ankle or a screaming child that stops a few hours later after calpol.

Once again thank you so much NHS and Coventry hospital for all your hard work.

Thank you, thank you

Alex",5
"I arrived at this hospital at 4am with an extreme fever (almost 40 degrees Celsius) and neck pain. The first doctor wasn’t even able to turn on the machine to observe my neck with the camera without my help or other staff members. He didn’t find anything and left everything for the morning shift. I was left for a few hours on the chair till the other doctors arrived. After their observation, I was diagnosed with Pharyngitis and Fungus infection + scared me that I might have HIV. I was left on the chair for 6 hours rethinking my life. All of them were completely wrong. After spending more than 14 hours there, I was sent home with antifungus medication. Thank god I went to the GP the next day and he understood that I had thyroid inflammation. 3 doctors in this hospital didn’t even consider that, and didn’t add it to the blood test to check my thyroid hormones. Terrible experience",1
"Fantastic, I was scared going in but I was given care at every step of the process. Yes the car park is a bit expensive and yes I needed to wait at times but every person I spoke to was nice and cared about my well being. Do please remember every person working here is a human being and doing their best. The consultant, the radiograph lady, the nurses and the lady who told me how to get to where I needed to I thank you. I will not be scared to ask for help next time.",5
"Daughter was taken in as emergency, Sunday PM. Severe allergic reaction. Amazing care. Prescribed and out within 1 hour. Was a massive relief to us. Shame that the government can't fund free car parking. God bless the NHS",5
My husband was sent from his go to uch for an urgent chest expat? Sent to mau who sent him to minor injuries who sent him to a&e. Arrived at 12.30 pm had a 4 hour wait for triage told to go back to waiting room and someone will call you for a chest xray which went for 2 hours later then had to wait again for 3 hours to go to ct now time 9.15 pm people coming were being told waiting time 14 hours at 2 am was told maybe have to stay in as had partial collapse lung and lung infraction 5 am given antibiotics sent back to a freezing cold waiting room and told to wait. I popped home to get pjs and made him a drink and sandwich when I got back a&e was rammed couldn’t move people complaining about wait my husband (74) was huddled in a corner trying to keep warm he was so cold he was shaking I went to the desk to try and find out what was happening to be told yes we know he’s waiting and has been here 25 hours we are waiting for a bed on respiratory. 3.30pm was collected and taken to mau put in a room because of infection for him settled and he fell asleep 5pm asked what he wanted for tea ??. All of a sudden nurse comes in we have to move you when asked why ? Told he had been out in the wrong place ok collected his things and moved to corridor then put into a 8 bedder bay 4 mau had his tea no drink had to go to the shop to get a drunk for him doctor arrived 6.30 pm and talked to his second listened to his chest then said we will give you some antibiotics for 7 days have another cray in 2 weeks if the fluid hasn’t gone we will drain go home this is some thing that could have been given at the a&e consultation and saved us many freezing hour in an emergency waiting room that was like watching a headless chicken running round in circles. The poor nursing staff were so over run I’m surprised nobody died . To a&e cov is no place to be sadly,2
"The worst experience ever. I have been today there,cause my daughter 18months,ia suffering with a high fevers without any other symptoms. The GP doctor advised for a blood test. The A&E advised no blood test needed. I m trying 3 days to find out what is going on with my child as is not well the last month and everyone knows only how to send me back home with viruses diagnosis. Of course I will contact a solicitor as they dont give attention to my concern which is start to be very serious. Last time , GP advised that my Daughter has ear infection and A:E advised chest infection.
STOP PLAYING WITH LIFE'S!!!!!!",1
"Last week I had an appointment here for an X-Ray and it was my first time at this hospital. I must say that I didn’t have to ask anyone where to go because the indications were quite clear and I was able to find the right room only by following the signs, which was a good thing for me. Otherwise I would have felt very overwhelmed by the size of it. The personnel were polite and fast in doing their work, but not very attentive. Lastly but not least, I was surprised to see that the parking was quite far away from the building. Overall, my experience was ok.",3
"Well after last night's experience I hope I do not need A&E anytime soon!!!! The reception staff are so rude as I sat and could hear the way they speak to some people is just disgusting!!! I understand they have to deal with irate patients when they're being told 7 hours wait to see a Dr but from what I seen no one caused a scene over it. However, as a first point of contact they do not make you feel the most welcome. Hygiene?? What hygiene? I wish I'd have taken photos now. Bins overflowing with people having to put their rubbish on the floor next to the bins. The toilets Well I'd rather have held it in until I got home. Again bins overflowing and people having to put dirty nappi on top of the bin as nowhere else for it to go. Blood all over the floor toilet seat and just disgusting for a hospital. And this was reported on more than 2 occasions, yet in the 8 hours I was there nothing was done about it.",1
I was left 2 days without any sort of pain relief in crippling pain and yet I'm prescribed strong pain relief! When it was finally sorted I was given one days dose but the next day because I was unable to swallow tablets the nurse falsified her notes stating I'd been given it! Absolutely not the case so I'll be making a formal complaint and statement so she is unable to do such a dangerous and appalling thing again. because this is not the sort of nurse who should be in charge of patients I'll be contacting a solicitor to ensure I have the right experience to deal with this! This nurse is capable of killing a patient!,1
