new_review_text,new_review_rating
"The arrivals experience was not good today, stuck for 10 mins in the bridge getting off the plane, baggage collection was crazy. Arrived in baggage collection, all belts had flights our belt had three flights, bags were already piling up and all over the floor with passengers clearing most of a blockage, an airport baggage handler arrived and cleared the rest, the belt was started and stopped twice again, took about another 30mins for our bags to arrive. Leeds Bradford management need to get this area expanded and brought into something fit for purpose.",2
As is often the case 15/20 mins sat on plane waiting for bus. Then passport control too small when two planes land at once. 58mins from touchdown to taxi is ridiculous and that with just hand luggage.,2
"Passing through security last Friday afternoon, which was not busy, was the worst experience of passing security ever at LB Airport .The staff who looked unbelievably scruffy  were uncivil looked thoroughly fed-up.I suggest an effort is made not only to clean up the staff but  the  trays in which passengers have to place their belongings,they are filthy.  I felt embarrassed  as to the impression foreign travellers must get of this country. This was over-emphasised by other airports we fly  to where mainly the staff are clean very helpful and   pleasant.
I found the JET 2 reception was friendly the staff through the airport  were generally helpful and polite.",2
"A handy airport for Yorkshire, the jet 2 check in is efficient.  Always long queues at secrurity going out and have never been on a flight that took off on the stated time.  The drop off area is chaos at most times and you pay 3 pounds for the privilege.
No free water fountain once inside but plenty of Harrogate spa water for a couple of quid a bottle.  On the way back the luggage reclaim area will test the patience of each and every traveler as it hasnt been updated since the 1980s.  On the plus side the border staff are always pleasant and efficient regardless of the time of night you arrive and jet 2 staff are friendly.  Overall the airport has the ability to destroy your good will, excitement and if you let it your soul on the way to and back from your holiday,. Spend the extra time and money and go-to Manchester.",2
"On journey out, checkin computers all crashed, so took an age to drop bags off. On our return, no ground staff to get off the plane. Hopefully they'll sort their staffing and computer system issues out",2
"When we arrived we did not receive our luggage - which can happen and it's not the fault of the airport. But as we spoke to the responsible person he didn't give us any information but a card with a wrong tel. number. So we had to find it ourselves which took hours.
Also the airport is not very clean, especially the toilettes there are really horrible.",2
90 minutes to get through security resulting in no time to shop or have breakfast.  Knock on impact was no business for the franchise holders within the airport and no breakfast on the flight because they ran out of food due to increased demand. Rushed straight onto a plane. No way to start a holiday ! Security is a shambles at LBA.,2
"Not too bad getting through security was a bit of a drag - suppose the Brexit halfwits a lot to blame for that!
Through security was not particularly pleasant!! Too warm too few seats and little or no air conditioning.",2
Waited 30 minutes on the aircraft this morning for ground staff to bring rear steps. Didn't come so everyone had to use the front door.  Airport facilities and vehicles are looking tired and in need of a major upgrade.  It's embarrassing to arrive from Europe into LBA.,2
"Really expensive dropping off fee. No covered walkway so for £5 you get the privilege of walking 100 yards in the rain. Remember this is the highest airport in UK with weather to match.
For persons in wheelchairs they leave you downstairs where nothing is open. No refreshments etc and even the toilets are closed.",2
"The wait at the bag check-in was long despite the self-service scales. The security control is nothing short of a joke, with one of the two queues going to a single stand, while the other had 3 available. The layout of the area makes it barely possible to go though the process in a dignified manner.",2
"Great airport but £5 for someone to drop you off without getting drenched is an absolute scam, shouldn't cost a thing for the sake of 30 seconds",2
"It's a pity that Leeds Bradford Airport is my local airport as it is poor from start to finish . They have had so long to prepare for post covid travel and have failed at every turn . International Airport  , don't make me laugh  . Walking too and from your plane . I arrived this weekend and had to wait on the plane while a domestic flight was being loaded . Shame on you ceo",2
"Check-in fine and security pretty efficient, given how small the space is. But airside....wow....the worst I've seen. Far too small for the number of people going through (not helped by channeling everyone through a narrow space in duty free), food extortionate for really poor quality (£9 for breakfast sandwich with cheap bread and under-cooked egg), dirty tables stacked with plates.
I line 15 minutes, so really handy, but I'm not sure I want to use it again. Really poor experience.",2
Terrible experience. Herded like cattle onto plane and coming back was awful. 3 planes shared the baggage carousel & huge passport queue( no automation),2
"Flying with jet2, their book in system was amazing. All downhill from there. Getting to security and then departures an absolute joke! Two blokes checking in everyone. People queueing out the main entrance onto the carpark ! #employmorestaff",2
"Pokey airport with very poor signage for arriving travellers. Few facilities land-side with an impression of a cramped council bus station. If you're going to advertise yourself as Yorkshire's Airport the county deserves better than this! Do the management ever read reviews/consult customers? Poor show. Only upside (hence 2 stars) is the one hour free parking, though don't over stay as they'll charge you thirty quid!",2
"very dirty, very crowded and without any place to comfortably wait for your flight. reason i gave 2 stars was a very nice airport-staff man who helped me with orienting myself on the airport",2
"The staff are great, but this is definitely not the best airport to fly from. It shouldn't take an hour to go through security at 5am. Everything is disorganised.",2
"Worst taxi service through monopoly with Arrow. Often waiting times of 25 to 45 minutes for a taxi because they can not cope with demand. Absolutely diabolical. When will the airport appoint a better equipped taxi company or open it up to competition?
""Yorkshire's Airport"" in need of investments as now a Mickey Mouse airport with limited amamenities, destinations and number of flights. Washroom facilities need updating and improving.",2
"If your a family with small children and choose mid stay parking be aware.
It's a nightmare  to navigate and push cases towards/from terminal with the struggle of safely getting your young ones either way.
Uneven surface ramps that are totally useless as you get caught on them especially when pulling cases on a trolley.
Definitely won't be choosing this overpriced option again as clearly resurfacing isint an option.
And as for the pedestrian pathway good luck with this narrow option with cars usually encroaching them.",2
"The departure lounge area is very congested. We had to walk a very long way from the airport buildings to our aircraft through, what seems like, the world's longest bus stop. Coming back was worse. We seemed be locked out of the building. It took around 10 minutes before anyone appeared. They then put out a tannoy announcement apologising for the delay caused by an influx of incoming flights. This caused much amusement as ours was the only flight around.",2
"Long walk from plane to terminal. We were the only plane to land in around 2 hours.
Long delay waiting for bags to get on the belt.
No taxi for 1 hour Arrow has the contract and their service is diabolical.",2
"Worst airport experience ever. Flew.in at 5.00pm -.waited 25 minutes for passport control, waited for luggage, then customs gate was locked with nobody allowed through! Announcements that delays were due to the number of incoming flights. Excuse me these were scheduled and expected flights.
Only prompt service was  Arrow taxi desk.
Please let me go from Doncaster next time.",2
"Amerigo Vespucci Airport is a top-notch facility that truly goes above and beyond in providing exceptional service to travelers. From the moment I entered the airport, I was impressed by the cleanliness, efficiency, and overall organization of the entire operation. The staff were extremely helpful and courteous, making my travel experience stress-free and enjoyable.

The airport offers a wide range of amenities, including numerous dining options, shopping outlets, and comfortable seating areas. I especially appreciated the free Wi-Fi service, which allowed me to stay connected throughout my time at the airport.

The departure and arrival process was seamless and well-organized, with clear signage and helpful staff to guide passengers every step of the way. Additionally, the airport's convenient location and efficient transportation options make it easy to access from various parts of the city.

Overall, I highly recommend Amerigo Vespucci Airport to anyone traveling in or out of the area. It truly sets the standard for excellence in airport services, and I look forward to visiting again in the future.",5
"Big improvements during the past few years thanks to the tramway, the new traffic circulation when leaving the airport.

People working there proved to be top notch when dealing with issues (canceled flights), coffee options are decent for italian standards.

Unfortunately the main issues are still there: only 1 runway, gates are tight and will get crowded in no time, insufficient waiting areas.

Main thing: if you are flying internationally you’d better consider Pisa for landing/departing, a bit of wind can make the airport unusable",3
"This airport is always chaotic. From checking to baggage claim it always feels like you're rambling through a third world flea market. Thank goodness the staff are always nice and helpful. There is a lot to streamline in this airport.

Getting there is easier than before. The tram next to the airport takes you to the train station in Firenze where you can then catch a train to take you lost places in Tuscany. We stayed in Lucca and rather than paying nearly €200 for a private shuttle we paid less than €20 for the tram and train. If your willing to walk it's the easiest and cheapest way to get around.",3
"Visited this airport on in November at 9:30AM on a Thursday and the airport was not packed at all. it took 5 minutes to go through security— quick, fast & efficient. In total , ~15 minutes to get to the gate area  from airport arrival to sitting down with carryon luggage.

I would gauge when you go based on season so you don’t have to wait too long at the airport.

We got to the airport 2.5 hrs early based on the reviews, but likely only needed 1.5 or less.

Nice & clean airport too.

-1 star for the lack of seating at the gating area. I can see why this gets bad ratings because it’s super packed by having several gates on top of each other and board within the same hall. On a busier day, I can see this being a nightmare.",4
"AVOID DEPART/ARRIVE AT THIS AIRPORT AT ALL COST!!!

Date: December 2, 2023

It’s one of the worst airport experiences I’ve ever had. I had to agree with all the bad reviews, as it is as bad as everyone says.

After receiving boarding pass, was denied to enter security because flight has not arrived yet. Was told it was 5th on queue to land and just needed to wait. After waiting approximately 40-60 minutes, with no place to rest/sit (many passengers were sitting on the floor), found out flight was cancelled. NO REASON given by airport staff, no flight cancellation announcement was made. I found out by logging online through the airline website and going back and forth to the ticketing counter.

After waiting about 4 hours in limbo, went to the ticket counter to check on updates. Was given a handwritten note to check in tomorrow morning. No compensation/voucher for food, transportation and hotel stay. Couldn’t stay in airport to avoid paying out of pocket for accommodation since airport closes at midnight! Didn’t even help you to book hotel when everything around the airport was fully booked on a Saturday night. In fact, was asked “what is a hotel?” when tried to ask a employee for hotel suggestions. Then asked the information counter, and response was to wait for the announcement which had nothing to do with your flight, only thing you could hear is DO NOT SMOKE announcement.

Wrote a complaint letter to airline after arriving and airline refused any responsibility, stating cancellation was due to bad weather? (See attached pics of a nice sunny day, stayed over night didn’t even see a rain drop). Of course I’m no expert on flying condition, I wouldn’t want to fly in bad weather either; but if this airport is so sensitive that it couldn’t even handle any cloud/wind, then why even built the airport here? Why didn’t transfer passengers to nearby cities’ airports and try to depart on the same date?

In summary this airport has:
* Incompetent staff, no communication whatsoever
* Bad design: no place to sit, only able to fly when weather is perfect
* Bad operating hours (doesn’t open 24/7)
This kind of service is unacceptable anywhere but especially from an international airport in a major city in Europe.

I gave one more star for the automated espresso machine as it is the only good functional item in the entire airport. For people who still want to/from travel to this airport, be ware only assuming only on a perfect weather day, everything is great, no checked bags, then this place will work. But it’s too much of a risk to use this airport as part of your trip.

I hope Italy will improve the conditions of this airport and lower its delay/cancellation rate that causes tremendous inconvenience to both the passengers and the airlines.

——————————————————————————
In sintesi questo aeroporto ha:
* Personale incompetente, nessuna comunicazione
* Cattivo design: nessun posto dove sedersi, in grado di volare solo quando il tempo è perfetto
*Orari di apertura errati (non apre 24 ore su 24, 7 giorni su 7)
Questo tipo di servizio è inaccettabile ovunque, ma soprattutto da un aeroporto internazionale in una delle principali città europee.

Ho dato una stella in più per la macchina per caffè espresso automatizzata poiché è l'unico articolo funzionante in tutto l'aeroporto. Per le persone che vogliono ancora viaggiare da/per questo aeroporto, fate attenzione solo supponendo che solo in una giornata con un tempo perfetto, tutto sia fantastico, senza bagagli registrati, quindi questo posto funzionerà. Ma è troppo rischioso utilizzare questo aeroporto come parte del tuo viaggio.

Spero che l’Italia migliori le condizioni di questo aeroporto e riduca il tasso di ritardi/cancellazioni che causa enormi disagi sia ai passeggeri che alle compagnie aeree.",2
"Disaster of an airport. Check in lines circled entire departures terminal. Withwith only 40 mins of rain, the airport canceled nearly ten international flights. We were then bused to bag claim where we were told to wait for our bags. Our bags did not arrive. No staff helped us. One of our fellow passengers’ Air Tags tracked her luggage to be just outside bag claim sitting on a truck at the tarmac without our sight. However, staff informed us that due to lack of staff, there were no drivers to drive the truck to bag claim! Fellow passengers were rebooked onto flights days later with staff refusing to book hotel rooms for them. We encountered passengers who had lost luggage 3-6 days earlier and had to wear staff yellow coats to search by hand on their own across airport warehouses. Worse, no vending machine or water machine worked - there were elderly/frail people suffering without any help. If we left bag claim we were not allowed back. It has been over four hours and we are all still waiting for our bags without anywhere to go. The worst part is after just 30 mins of canceling most flights, inbound arriving flights began landing anyway and receiving their luggage, despite claims of “understaffing”. Absolute terrible airport experience. PLEASE TAKE A TRAIN IF YOU CAN!",1
"There are 4 people who work at this airport. At any point, half of them are on smoke break. Of the two that remain, one cares about their job and one does not. If you have to pass though this airport, all I have to say is good luck.",2
"This airport is pretty useless. When we first arrived, the wind condition was ~ 14mph, so this airport was closed and we eventually landed in Bologna instead. Although the TAP airline insisted that there will be a transportation arranged from Bologna to Firenze, there was nothing after waiting for an hour. This airport and Bologna airport had nothing prepared for us so we found a way back to the center on our own.

Another issue is the tax refund. I have been to many counties but it is pretty shady what they do here. There was an office on the first floor right in front of the coffee shop, the person will scan your boarding pass, passport and receipts. And then he will ask you to go to the another office nearby to complete. This is a third party vendor, so they make it difficult for you to get the refund via CC, which was the option I chose online. I eventually chose the cash option in dollars, which they take a steep cut (20-30%). This is a pretty touristy place so I am surprised that the local government doesn’t regulate and make the tax refund process easier for tourists? Have a Global Blue machine like other airports, it is not that difficult.

Next time, I will just fly to Rome or other cities and hope it would provide a better experience.",1
"One of the worst airports I've ever seen. The embarking procedures are a joke. Waiting pressed like sardines in a bus, breathing the exhaust fumes. If you're priority, you're likely to wait the longest in the bus and to be the last to get on the plane. The waiting for luggage can be excruciating, with three belts in a small hall bursting with people. Staff is nice but sometimes overwhelmed. Shops are ok.
Avoid it if you can. Get to Pisa, Bologna, or even Rome and take a train.",1
"Small, but nice airport.
Everything works and it's absolutely clean, unlike some other small airports in Europe.
Duty-free is the usual rip-off, but the cafes and snack bars are not. And their offerings are good.
Passport control can be tiresome, even if you are an Italian citizen.  The automatic passport readers aren't automatic, but even if they were they seldom work.
A caution for international travellers  - once you go through the security into the international gate seating area you can't get back out.",4
"Airport is nice enough and small. Many of the employees are just nasty and mean. It’s sad that such a beautiful place has such ugly and rude employees. Swiss Air was the worst. Just ugly, bad people who seem to get off on messing with passengers. Arrogant, snide, insecure people who behave badly as if they got off on it. It’s unhealthy to fly Swiss Air and if possible, I will avoid this airport unless it’s with a decent airline.",2
"If you are trying to claim your tax/duty free, you have to have your airline boarding pass on hand (the one that leaves the EU). Unfortunately, since I am changing airlines with a layover, I wasn’t able to obtain that boarding ticket from the first airline. I had to get my connection boarding pass at the connection airport and go to tax free between my tight layover. It was a little stressful.

The airport is okay for being a small one with one runway. I would not arrive very early as security is simple and there aren’t many shops.",3
"This airport is tiny and has just one very short landing strip so any wind or rain cause flight delay. And then you have to take the bus as walking to the aircraft is not allowed, which also slows things down incredibly. Of course today no exception … 40min delay to Munich … with perfect weather conditions.",2
"Small airport, big surprises. The tram was close to the terminal for easy to and from Florence trips. The arrival/departure lounges were a bit cramped, but overall not bad. The charging ports were for USB, and did not fit our charging cords. The Duty Free was amazing. The restaurants were very good.",4
"Tiny airport that will cancel flights for seemingly no good reason. Had my flight to Paris canceled due to ""low visibility""; however, the clouds cleared and it was sunny skies 30 minutes after they announced the cancellation. Very confusing as to why they wouldn't have delayed but cancelled completely. While I was waiting in line to rebook my travel I talked to three separate parties that all told me this was their second day of cancellations in a row.",2
"A relatively small airport which makes things very fast and easy. While not.many choices in terms of shopping, you can have here a decent coffee, which is more you can say about some other places.",5
"This is a small airport but it works pretty well. We were checked in by BA in about 10 minutes and through security without any delay. There are duty free and food shops once you're through security.

Most gates are on the lower floor where there is another good cafe with fresh food including sandwiches and pastries  (tasted - very good!).

One downside of the airport is that getting to the car hire centre invlives using a bus which gets very full. Be patient! Would be happy to use this airport again.",4
"Never choose this airport as your arrival. You've been warned. As someone who live here in florence, the airport staffs can be really rude to tourists,and I've witnessed that, but if you can speak Italian, they'd be lil kinder to you. Maybe because of the language barrier. It's normal for passengers whose arrival is to florence, to get their luggage delayed 1-3 days, reasons are they'll custom control your every single thing they find strange. I don't really recommend arriving at this airport.",2
"From the security to the boarding crews, all are lacking basic crowd management and communication skills. Very unprofessional. The security was just chatting while a whole line of boxes were stacked. The person who was supposed to manage the bagage was chaotic and did not speak a word of english.
The boarding crew had no organisation, neither communicated the situation properly.  Hope they undertake a training of some kind",2
The airport is kind of small and just functional. Can be a bit crowded during peak hours/season. It's pretty close to the city and there is a tram to get there. The runway has hills on one side and that just looks gorgeous!,5
"It is a small airport that should be easy, but actually it lacks information. Not enough space. No way to contact company people after you pass the security control",2
"This airport feels like a shopping maze. Each time you think you have seen all the shops, a new one is just around the corner. Gets crowded in no-time. A lot of so called managers, shouting in their phones without doing anything.
Best thing: the tram. You arrive or leave in minutes.",3
"I really liked this cool little airport, and I do mean little. Few options for food while you wait, and mass transport is not ideal here, we rented a car which was cool enough.  There are no jetways here so its a bus to and from the terminal and stairs to board the aircraft which is kind cool. Reminds you how big the machines are that lift you into the sky! Hopefully they will expand a little sooner, the airport is often over capacity.",3
"the worst airport I’ve ever experienced. Small, very unorganised and few areas to sit & eat",2
"Today (Wednesday morning 4 AM) is particularly quick and easy, no issues yet, things are opening since the airport opens at 4AM.",4
"Nice small airport. Very easy to reach by tam T2 I think it is still under construction because navigating inside is like walking through a maze.
Fast security check, no shoes off like in the States!
Europeans much relaxed 😌",4
"The airport is well placed near the city ans very easy access to Florence city centre with the T2 tramline. It's 1,50€(2023) for a one-way ticket per person. The airport is small and naturally doesn't offer the same shopping experience as maybe bigger European airports.  From my experience, flights into FLR are often delayed or cancelled due to weather issues, reduced visibility, and owing to the short runway. Flying into Pisa and taking the train could be another possible option",4
"Giving this pathetic excuse of an airport 1 star is being generous. Idiotic, incompetent are nicest words I can use to describe this terrible airport that shouldn’t be even be called that because of how truly awful this place is. Removing people from a flight, not giving them a reason why, delaying said flight, and causing travelers to miss the only connection flight of the day is just the cherry on top of the cake for this horrible airport. Not only did they fail to give a reason for why a flight was delayed, they did nothing to compensate travelers, nothing to ensure they made their connecting flight which they missed because of their incompetence, they also failed to rebook certain passengers, leaving them stranded once they finally reached their destination. Even better, they randomly checked a passengers carry on, and decided to throw it in with the rest of the luggage, which never made it to its destination, and remains stuck in Florence. This airport is a horrible representation for the country of Italy, and whoever operates this airport needs to take a long hard look at the incompetent, unhelpful workers it has. They are a poor representation of the hard working people of the airline industry, airline workers, and  airlines as a whole. For the sake of all travelers, I hope they don’t end up traveling to or from this airport, because the buffoons who operate it don’t know what they’re doing, and will cause you more problems than it is worth.",1
"My recent experience at Amerigo Vespucci Airport on January 2nd, 2024 (I was flying on British Airways to London City) left me utterly disappointed and frustrated.

Despite arriving two hours in advance, the check-in experience was a nightmare. With the airport noticeably empty, the lone staff member at the dedicated check-in desk took an astonishing one hour and thirty minutes to process check-ins, demonstrating a concerning lack of efficiency and professionalism.

Moreover, other airport staff were observed slacking off at deserted desks instead of providing assistance where needed. This inefficiency had a domino effect, causing a substantial delay at the security checkpoint. When I politely requested to use the empty priority queue due to the check-in delay, the employee callously informed us that the delay caused by the check-in process was not her concern and that we were not entitled to use the priority queue without paying for it, regardless of the circumstances.

In conclusion, my experience at Amerigo Vespucci Airport  was marred by abysmal check-in efficiency, unhelpful staff, and an overall lack of consideration for the passengers' time and well-being.",1
"Avoid at all costs!
As soon as the weather conditions are not perfect, there will be a problem with the flight.
I have used this airport not many times, but pretty much on each occasion the flight got delayed, cancelled, diverted, causing additional time and stress.
Much better to use Pisa, it is 1 hour ish from Florence but it is far more efficient.",1
"I witnessed AirDolomiti and Lufthansa employees acting in ways that exhibited not only their lack of basic competence but also their rudeness. I was lucky and had an okay experience, despite choices made by the employees I encountered. However, I witnessed them treat other passengers in ways that were unbelievable. For example, after an unreasonably long check-in counter delay where for one period, for over 30 minutes, 3 Lufthansa employees refused to check in any economy passengers and instead talked to each other (creating an incredibly long line, see photo attached) whereas 2 other Lufthansa employees continued checking in 1st Class passengers. Perhaps this was unavoidable, but it was inconsiderate that they refused to explain the delay to any passengers. We had maybe 20 people ahead of us when we arrived yet it took over 45 minutes to reach the check-in counter.

Another big problem: Lufthansa (operated by AirDolomiti) over-sold the flight. Perhaps this is not something the employees at Florence Airport can change. However, the employees can choose how to handle the situation. I witnessed 8 people get “kicked off” the flight. However, the employees did not tell them until the very last moment when they were scanning their ticket at the gate. This happened after the long check-in delay and also the flight itself (Florence to Munich) was delayed by 120 minutes. Why did the employees make the passengers suffer for hours and hours before telling them they must leave the airport and get a flight tomorrow? There are no other flights today and Lufthansa forced many passengers to stay an additional night in Florence. This also includes 2 passengers who had booked first class and I overheard they are Star Alliance Gold Members. Why treat them with such thoughtlessness? I found the entire process to be a complete clusterf*ck and the employees were either not around at all to help, or were very inconsiderate and rude to the passengers they had inconvenienced for 3+ hours.

Avoid this airport at all costs… or beware. Alternatively, take the high speed train to Rome and fly from Roma.

This happened 12-JUNE 2022.",1
"As soon as you enter from the arrival entrance and the door sliding, you feel all the way a disgusting latrine smell… thinking that you have to wait your luggage few steps away from the toilettes, let you image the welcome to Florence experience!
What a shame …",1
"Maybe the worst airport I have used, including worse than third world countries airports that I have visited. Even basic services like a, restaurant are nearly non existent, waiting rooms and gates are small, rundown, have very little seating and overcrowded. Flights are often cancelled because of fog or wind. To be avoided if possible.",1
"Very small, no great choice of food and drinks. Don’t stop at the first cafe near gate 1, the one further up is much better.",3
"Today the following has happened to me. I was booked on a flight 15.05 - 16.30 Florence - Vienna with Austrin Airlines.
I have arrived at the airport on time - I actually was through security checks and in the gate area by 13.10.
When waiting at the gate, by 14.30, it was shown on the airport screens that the flight was delayed by one hour and would depart only at 16.05. I have also at that moment received an email with a new boarding pass for 15.40.
The downstairs departure hall of Florence airport was extremely crowded, which is why I went upstairs (this is still in the gate area) and waited. When I came back downstairs at 15.40, the flight had actually completed the booking and I was not let in anymore. There was _no passanger call or anything like this
I was advised to go out of the gate area to the ticket office. There I was first scolded, then after quarreling offered an indirect flight, with change in Munich for tomorrow morning 06.30 to Vienna for which I need to be at Florence airport at 04.30 (no public transport even at that time). The agent on the phone tried twice to depict me as responsible for what has happened.
To be fair, the third airport agent I talked to (at the ticket desk) was very friendly and helpful, but she could not change anything. The second one (at the Austrian Airlines desk) was extremely unfriendly; and the one at the gate equally.
I am finally taking a night train that only arrives tomorrow at 09.00 and have submitted for a refund to the airline.
I am very, very unhappy about what has happened today at this airport and about how I have been treated. This has not happened to me at a European airport before.
If there is mismanagement of flight schedules, your institution must make up for this, not passengers.",1
"One step up from a refugee camp. Very few places to sit. No water fountains or place to fill a water bottle. Busses from the gate to the plane. Have to take off your sweater for security, but can get glassware and glass bottles after security. Definitely interesting, but stoked for the cheap flight to Athens. 😅",3
"My best advice, avoid at any cost! VERY claustrophobic, hot, no air, poor service and totally overcrowded to top it all. Please Eat before you arrive.",1
"• NO overnight stay for early flight customers (reopens @4am)
• Size is small
• baggage claim bathroom is smelly. But overall everything met minimum/ average.",2
There is no staff after the pandemic and all flights are delayed by 2-3hr because of NO STAFF after the pandemic. The airport has not hired anyone! If I could I would give a 0 star 🤣,1
"Very slow check in at the Sas gate. Lousy service. Can't recommend this airport, unless you have lots of time to waste.",1
Small airport. No bridge links to planes when I travelled. There are some shops and cafes and a duty free. Good tram link to Florence main train station takes about 20 mins €1.70 Dec 2023.,3
Airport is clean and well managed. There are 3 different places to shop for goods. You will pass them on the way to the gate. Overall good airport,4
Nice little airport. Quick checkin and security. Quite a few snack and coffee options. Better than most small airports.,4
Very small duty free. One coffee shop before you enter the gates. Another one with no seating after the security baggage check. The coffee shop after the luggage check has a decent variety of food.,2
"Better than expected after reading all the negative comments here. There were no problems with my luggage, there are several shops and places to eat. The airport is too small to handle the amount of passangers but my general impression is positive.",4
"Only landed here, so my review talks only to arrivals. Bags were delivered very efficiently. The quickest transition from landing to tram I have had at any worldwide airport. Really impressive and very welcome when you land late like we did.",5
Long waiting time to check in luggage (flew British Airways) and not enough seating area if you show up early.,1
"Friendly staffs. The airport is really small. I was departing at around 11am on Tuesday and there was literally no lineups. Especially with Vueling, no lineups on check-ins, and then security check.",5
"Very small airport, no much to see as an entertainment during long waits for the flights, very few shops available. You can find two cafes with average food displayed, couple vending machines and no much more. Only positive was the abundance of USB attachments to charge your phone.",3
"Writing this review because I was expecting an absolute disaster based off previous reviews but I had such a seamless experience here. There was no line for check in, I was the third person. No line for security. My plane boarded early and left on time and my luggage was not lost with a connecting flight in Rome to Palermo. I flew out at the beginning of September so perhaps with less tourists it’s easier to manage but I wanted to write this review to let people know a good experience IS possible at this airport.",5
"Florence/Firenze airport .
They don't allow travellers before the time so we have to wait outside to get it open

Please note
Airport Open time 4:00 am",4
"Only good thing here is the free WiFi. Completely crazy prices for food at the restaurants and kiosk.
Food vending machines have broken card modules.",2
"By any measurement Italy is a top 3 country in Europe and a global leader in many industries. While that may be the case, traveling through FLR, a top 10 Italian city, is not reflective of Italy’s economic power.
This airport feels more like a made up airport rather than an international hub for the Tuscan region.
Leaders, you’re enabling the misrepresentation of the Italian people, culture and innovation to occur at any moment FLR is not reflecting those qualities,  it’s time to change that.",2
"Although the airport is a regional one, the check in went really smooth with ITA Airways  and the security check point went well!  You just need to pay attention to the gate 1, it is located at the sencond floor in front of the vip lounge. By the way, they dont have fingers to serve the airplanes.",5
Had to wait 55 minutes for bags. There were no other flights landing during this period. Absolutely disgraceful way to treat passengers that pay a lot in airport fees and charges to fly through Firenze airport.,1
"This airport is very important to the city and a gateway to Tuscany.  However the lost and found office working hours are a urgent need of change. Currently the hours of operation are from 8am-9am and from 9am to 3pm (15:00) the office is closed. Passengers can not speak with anyone by phone either. Emails are not returned promptly due to the hours of operation.

This creates a very stressful environment and a poor experience to passengers arriving to airport.
The airport provides 2 kiosks, however passengers are in need of help and prompt assistance.

Improving and addressing this matter urgently will provide passengers a better experience. This is extremely important to tourism for the beautiful city of Firenze. The city deserves a better customer service experience at it’s airport for it’s  residents and visitors.
Please consider address this matter at once.",1
Lovely small airport. Easily reachable from central Florence in just 25 minutes if you take the T2 tram (ticket only costs €1.50!). Pleasantly surprised by how clean and tidy the terminal was,5
"Rinky dinky tiny airport—very crowded, so I strongly recommend getting here 2.5-3h before your departure. Bathrooms are not great—no soap—but useable. The service/staff that I encountered were very nice though, so despite the crowds and chaos I was able to get through security and check my baggage (with self-service kiosk) fairly quickly. Boarding was a bit stressful as they only called zones 1-2 and then went immediately into last call, after which you get into a bus (make sure you get on the correct one!)",3
"After they lost our check bag (and the bags of over half the other people on our flight) we all spent 5 hours waiting in line and got a piece of paper with an email and help line that's only open 2 hours out of the day. The email address doesn't accept emails. Apparently the inbox is full. I've called the given number 5 times during the hours it's supposedly operating. Never received an answer. You also can't physically get back to the lost baggage desk once you leave the airport because you exit through customs. So basically there is nothing we can do. We have 10 days left in our vacation and have lost thousands of dollars worth of clothes, hygiene products, and even medicine. Never fly into the Florence airport.

Update: Now back in the US. Never got our bag. Still don't have it. Had to finish the 11 days remaining in our vacation with whatever we had in our carry on.",1
"My experience is a great one! My wife and I flew into this airport almost exactly 2 years ago moving to Italy.  It is a great small airport compared to Rome or some of larger cities in Italy but it is very busy during the summer times and easy to get in and out of.  It's also easy to get a flight to almost anywhere in Europe from this airport. ""The little American's writer from Pisa Foundation """,4
"First flight to Florence got cancelled with no explanation by them, the flight back got delayed (had to sit an entire hour in the airplane) to the point where the connecting flight had to be rebooked to another time. The reason for the 15 seconds bus drive from the gate to the airplane is nonsensical and inefficient. Avoid this airport when travelling to Florence!",1
"Don’t come here if it is not necessary. This is a chaotic, unorganized & overcrowded airport where you will never see your luggage again once it is lost, even if it is there. I have never seen such a long line of people at the lost and found desk. It takes you hours before it’s your turn. Lost luggage: my friends luggage was not with our flight. After two days of lost luggage in such a small airport, she decided to look for her luggage at the airport and returned by taxi to the airport. She saw 1000’s of lost luggages which will never be sent back to their owners even if they are there labeled!",1
"Overcrowded with no seating. Staff was very slow and unhelpful after our luggage was lost. When they did receive our luggage they made no attempt to reach out to us to tell us. We had to go to airport ourselves where dozens of other people were in line to get lost luggage. They eventually let us in the back room to look through the hundreds of other lost bags to see if we couldn’t find ours which we did because they were very distinct looking. Then on our way out our flight was canceled and the airport was terrible again about giving us any updates about what was happening. There was no staff to assist us and customer service just told us to stand at a certain spot until someone came to get us which they eventually did hours later. Meanwhile we had no way of knowing if they were actually doing anything to book us a hotel and transportation since our rebooked flight was for 20 hours later. When we asked for any information we were repeatedly told that they had no idea because it wasn’t their department and would just try to pawn us off on someone else. If you want to visit Florence do yourself a favor and avoid this airport at all cost. Take a train in. Also, good luck getting a taxi from the airport. We waited in line for 30 minutes, barely moving anywhere and decided to just take the train and walk because at that rate we would have been standing there for hours",1
"Possibly the least effective airport in the world. Came 04:30 in the morning, have checked-in online, and still need to stand 2 hours in line to drop off luggage. There were 3 open desks, but then 2 of them left and didnt return. A family of 5 got priority to buy tickets, wich alone took 25 minutes (they arrived last in the line). Theres also almost no seating, food or other things you would think was normal in a «modern» airport. Stay clear if possible, this is not worth it.",1
